Variable;Region;Energy carrier;Unit;Year;value
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2028;6,46630222652000e+01
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2029;8,02604639413000e+01
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2030;9,64668633777000e+01
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2031;1,12735646912900e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2032;1,28872944512700e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2033;1,44363335343600e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2034;1,59344951387900e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2035;1,73984229580200e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2036;1,88281042613000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2037;2,02624326450000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2038;2,17234170143000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2039;2,31933471346000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2040;2,47017434629000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2041;2,61816712133000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2042;2,77471678437000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2043;2,93660909120000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2044;3,10966599926000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2045;3,28298854744000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2046;3,45472526299000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2047;3,62157881668000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2048;3,78314538483000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2049;3,93916407834000e+02
Buildings Energy Demand;IND;offgrid PV;PJ/yr;2050;4,09103407862000e+02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2019;6,02698805368000e-09
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2020;2,99412748972000e-08
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2021;1,58633604009000e-07
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2022;2,77409293216000e-06
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2023;1,55263074092700e-05
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2024;6,66853332188000e-05
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2025;2,34685716023000e-04
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2026;6,90685217901000e-04
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2027;1,78286769715500e-03
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2028;4,03792969826000e-03
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2029;7,92613527575000e-03
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2030;1,35791843080800e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2031;2,06423974132000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2032;2,85611523347000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2033;3,62254400119000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2034;4,25833960349000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2035;4,76035963275000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2036;5,17990959167000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2037;5,52745697957000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2038;5,81088676273000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2039;6,03713446522000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2040;6,22863261835000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2041;6,40743238737000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2042;6,55949183017000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2043;6,67279456773000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2044;6,73149342715000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2045;6,61701793725000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2046;6,43276221243000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2047;6,24455963379000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2048;6,04455345913000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2049;5,83100855751000e-02
Buildings Energy Demand;SEA;offgrid PV;PJ/yr;2050;5,60713936416000e-02
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2019;7,74905574530000e-04
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2020;1,37968931024800e-03
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2021;2,03734772478000e-03
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2022;3,16078190575000e-03
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2023;5,10743564053000e-03
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2024;8,46504319445000e-03
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2025;1,39873759493000e-02
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2026;2,24552896857000e-02
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2027;3,44025955625000e-02
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2028;5,00464481718000e-02
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2029;6,99507623543000e-02
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2030;9,32335853317000e-02
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2031;1,18733880507900e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2032;1,46093971937500e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2033;1,74734189397900e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2034;2,04010600543000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2035;2,33159491553000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2036;2,61523644723000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2037;2,88960285617000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2038;3,15227709691000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2039;3,40051445860000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2040;3,63279465083000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2041;3,85241767425000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2042;4,05823461846000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2043;4,24811360320000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2044;4,42434960691000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2045;4,58288355377000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2046;4,72433110357000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2047;4,85150039558000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2048;4,96482129743000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2049;5,06605151837000e-01
Buildings Energy Demand;OPA;offgrid PV;PJ/yr;2050;5,15347471323000e-01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2019;1,92127286614610e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2020;1,85488821651410e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2021;1,85232145575740e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2022;1,83840239355460e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2023;1,80633227522430e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2024;1,76550216668010e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2025;1,72348241611560e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2026;1,68128612480310e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2027;1,63861535111700e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2028;1,59563090662950e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2029;1,55241103030720e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2030;1,50903421690560e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2031;1,46579590315590e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2032;1,42272701143190e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2033;1,37977181495170e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2034;1,33570521513730e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2035;1,29043137263420e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2036;1,24412825357640e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2037;1,19751362609460e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2038;1,15127226107040e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2039;1,10557532046150e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2040;1,06082945242500e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2041;1,01701213073600e+02
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2042;9,74053036550500e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2043;9,32132236336900e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2044;8,91681723554300e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2045;8,52474923215500e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2046;8,14411931354300e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2047;7,77657949377600e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2048;7,42155517191100e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2049;7,07932623561600e+01
Buildings Energy Demand;"NAM";direct solar thermal;PJ/yr;2050;6,75111684025400e+01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2019;1,95183633330589e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2020;1,83528296692515e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2021;1,72783042277151e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2022;1,62468113681054e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2023;1,52284030614958e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2024;1,42679387269979e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2025;1,33643368656682e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2026;1,25149055984792e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2027;1,17168657080352e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2028;1,09673416285918e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2029;1,02638024735168e+00
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2030;9,60413430273830e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2031;8,98601470122720e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2032;8,40714501380320e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2033;7,86524552951550e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2034;7,35805730588200e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2035;6,88346101431040e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2036;6,43940810084700e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2037;6,02396596593680e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2038;5,63530748787215e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2039;5,27170859802255e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2040;4,93156166659181e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2041;4,61336086332399e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2042;4,31568855720224e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2043;4,03721418577889e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2044;3,77670176792836e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2045;3,53299476911738e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2046;3,30500923450030e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2047;3,09173272044961e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2048;2,89221729675467e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2049;2,70557542729389e-01
Buildings Energy Demand;LAM;direct solar thermal;PJ/yr;2050;2,53097728927780e-01
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2019;3,31323821122024e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2020;3,23503236885801e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2021;3,15321751002098e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2022;3,06377857859380e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2023;2,95553419236044e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2024;2,84459322758856e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2025;2,73198964921661e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2026;2,61747998704679e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2027;2,49940246409932e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2028;2,38068396358060e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2029;2,26338884753284e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2030;2,14849908016822e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2031;2,03536542589751e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2032;1,92374286983715e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2033;1,81614376693189e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2034;1,71339308103792e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2035;1,61583724799217e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2036;1,52348446453040e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2037;1,43594458041691e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2038;1,35334480201675e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2039;1,27527447299577e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2040;1,20158992055595e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2041;1,13216454421695e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2042;1,06690793155983e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2043;1,00575060067873e+02
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2044;9,48423350521379e+01
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2045;8,94522015376412e+01
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2046;8,43548757735905e+01
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2047;7,95483132733808e+01
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2048;7,50180684717024e+01
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2049;7,07416835842584e+01
Buildings Energy Demand;EUR;direct solar thermal;PJ/yr;2050;6,67078490766303e+01
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2019;1,05783087656600e+01
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2020;1,07794675509700e+01
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2021;1,06548938769700e+01
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2022;1,04186103689700e+01
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2023;1,01615546607200e+01
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2024;9,91063791011000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2025;9,64896985936000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2026;9,40696996602000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2027;9,18364627105000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2028;8,98625165302000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2029;8,82204821839000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2030;8,68790548461000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2031;8,58625352608000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2032;8,51997360634000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2033;8,47579658311000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2034;8,45473694447000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2035;8,45369725982000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2036;8,46299174295000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2037;8,47917733701000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2038;8,52973785889000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2039;8,60797759984000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2040;8,71378189250000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2041;8,83730301250000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2042;8,96989588999000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2043;9,11262999319000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2044;9,28511818076000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2045;9,46583428295000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2046;9,64885351372000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2047;9,81815868284000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2048;9,94668981494000e+00
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2049;1,00103958765600e+01
Buildings Energy Demand;SSA;direct solar thermal;PJ/yr;2050;1,00044399068600e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2019;2,04646432284000e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2020;1,92811382795000e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2021;1,82209573950300e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2022;1,72232530531400e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2023;1,62442168598300e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2024;1,53243676742100e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2025;1,44596349300400e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2026;1,36466696269400e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2027;1,28817115144800e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2028;1,21615232085700e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2029;1,14823470646000e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2030;1,08379799438900e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2031;1,02254178351100e+02
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2032;9,64316617112000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2033;9,09055354550000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2034;8,56665961445000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2035;8,06985691249000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2036;7,60017891869000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2037;7,15659718512000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2038;6,73783763053000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2039;6,34270511223000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2040;5,97070606056000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2041;5,62075121920000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2042;5,29114321855000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2043;4,97904642268000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2044;4,68286490177000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2045;4,40308197799000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2046;4,13925966360000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2047;3,89059128254000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2048;3,65628653083000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2049;3,43563292545000e+01
Buildings Energy Demand;MEA;direct solar thermal;PJ/yr;2050;3,22805128273000e+01
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2019;7,02903925643420e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2020;6,55040288403570e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2021;6,19217970694900e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2022;5,84160359853630e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2023;5,49476704378100e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2024;5,16349576919790e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2025;4,85428158862990e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2026;4,56520663853760e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2027;4,29342164105480e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2028;4,03846001981700e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2029;3,79980602779340e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2030;3,57598849965410e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2031;3,36622825487410e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2032;3,17008977997670e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2033;2,98608064881250e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2034;2,81335533426710e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2035;2,65180743352680e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2036;2,50102715819300e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2037;2,36069414155640e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2038;2,23198530256660e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2039;2,11369761391920e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2040;2,00576642565270e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2041;1,90668504968680e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2042;1,81545098287168e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2043;1,73240095216363e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2044;1,65969589317428e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2045;1,59398688918466e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2046;1,53362729068859e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2047;1,47775267384300e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2048;1,42412420667331e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2049;1,37215075200417e-03
Buildings Energy Demand;NEE;direct solar thermal;PJ/yr;2050;1,32351783688457e-03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2019;1,80233483723900e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2020;1,78858027430800e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2021;1,77721338077700e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2022;1,75121895053200e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2023;1,71191560220900e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2024;1,66614564516200e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2025;1,61633415015100e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2026;1,56325801203000e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2027;1,50681197030000e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2028;1,44751054519800e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2029;1,38706594098100e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2030;1,32613801106400e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2031;1,26514426257600e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2032;1,20505608478300e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2033;1,14632160067900e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2034;1,08913773400200e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2035;1,03389866728100e+03
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2036;9,80770915252000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2037;9,29863738409000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2038;8,81341781239000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2039;8,35034077009000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2040;7,90686065902000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2041;7,48162384434000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2042;7,07374720152000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2043;6,68261490566000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2044;6,30777553291000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2045;5,94946101710000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2046;5,60699025455000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2047;5,27963662429000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2048;4,96702129920000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2049;4,66925000276000e+02
Buildings Energy Demand;CHN;direct solar thermal;PJ/yr;2050;4,38651310872000e+02
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2019;1,84241472393193e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2020;1,86841368279601e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2021;1,89569460463048e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2022;1,92112807396876e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2023;1,94777140471503e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2024;1,97650197695863e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2025;2,00983005438954e+01
Buildings Energy Demand;IND;direct solar thermal;PJ/yr;2026;2,05005368228054e+01
